식당ID,식당명,업종(메뉴)정보,테이크아웃여부,예약가능여부,선결제여부,지번주소,식당면적,식당위도,식당경도,어워드_글로벌,어워드_로컬,트립어드바이저 인기도,씨트립 인기도,네이버 인기도,RTI 인덱스,온라인화 진행 여부,다국어메뉴판 제공 여부,수용태세 지수,좌석수(입식),좌석수(좌식),베리어프리여부,반려동물출입가능여부,주차가능여부,식당 홈페이지,등록일시,영업시간정보,휴식시간정보
192552,해장꾹이 전주효자점,해장국,Y,Y,N,전라북도 전주시 완산구 효자동1가 387-2,0,35.8082809,127.1162341,,,0,0,0,0,Y,Y,3.46,60,60,N,N,Y,,2020-10-15 21:38,FRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00,
192658,지코바치킨 덕진점,치킨,N,N,N,전라북도 전주시 덕진구 덕진동1가 664-6,0,35.8449229,127.1258686,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-03 16:48,MON:12:00~01:00\nMON:12:00~01:00\nMON:12:00~01:00,
193332,까다로운 입맛,카페,N,N,N,전라북도 전주시 완산구 교동 81-2,0,35.8136266,127.1526433,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-03 16:55,MON:10:00~21:00\nMON:10:00~21:00\nMON:10:00~21:00,
195612,Cups,카페,Y,Y,N,전라북도 전주시 덕진구 송천동1가 107-145,0,35.8630787,127.1288933,,,0,0,0,0,Y,Y,3.55,24,24,Y,N,Y,,2020-11-03 14:58,FRI:12:00~01:00\nMON:12:00~01:00\nSAT:12:00~01:00\nSUN:12:00~01:00\nTHU:12:00~01:00\nTUE:12:00~01:00\nWED:12:00~01:00\nFRI:12:00~01:00\nMON:12:00~01:00\nSAT:12:00~01:00\nSUN:12:00~01:00\nTHU:12:00~01:00\nTUE:12:00~01:00\nWED:12:00~01:00\nFRI:12:00~01:00\nMON:12:00~01:00\nSAT:12:00~01:00\nSUN:12:00~01:00\nTHU:12:00~01:00\nTUE:12:00~01:00\nWED:12:00~01:00,
195648,바리스타케이,카페,N,N,N,전라북도 전주시 덕진구 덕진동2가 674-5,0,35.8433869,127.1116142,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-03 17:04,MON:10:00~21:00\nMON:10:00~21:00\nMON:10:00~21:00,
198774,왕뚜껑삼겹살 서곡점,돼지고기,Y,Y,N,전라북도 전주시 완산구 효자동3가 1450-3,38.76,35.8350737,127.0994624,,,0,0,0,0,Y,Y,3.1,80,80,N,N,N,,2020-11-02 1:33,FRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00,"15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00,15:00-16:00"
199097,오늘또젤라또,아이스크림,N,N,N,전라북도 전주시 완산구 전동 303-181,0,35.8121611,127.1473519,,,0,0,0,0,Y,Y,2.44,6,6,N,Y,N,http://www.instagram.com/oneulttogelato,2020-11-19 15:40,FRI:11:30~19:00\nMON:11:30~19:00\nSAT:11:30~19:00\nSUN:11:30~19:00\nTHU:11:30~19:00\nTUE:11:30~19:00\nWED:11:30~19:00\nFRI:11:30~19:00\nMON:11:30~19:00\nSAT:11:30~19:00\nSUN:11:30~19:00\nTHU:11:30~19:00\nTUE:11:30~19:00\nWED:11:30~19:00\nFRI:11:30~19:00\nMON:11:30~19:00\nSAT:11:30~19:00\nSUN:11:30~19:00\nTHU:11:30~19:00\nTUE:11:30~19:00\nWED:11:30~19:00,
199178,홍베이팡 전주객사점,샌드위치,Y,Y,N,전라북도 전주시 완산구 중앙동3가 14-1,0,35.818044,127.1446092,,,0,0,0,0,Y,Y,2.73,0,0,N,N,N,http://hongbeipang.com/,2020-12-03 17:24,MON:08:00~20:00\nMON:08:00~20:00\nMON:08:00~20:00,
202316,각시명품한돈정육식당,육류,Y,Y,N,전라북도 전주시 완산구 효자동1가 219-5,0,35.8032371,127.1259156,,,0,0,0,0,Y,Y,2.97,0,0,N,N,Y,,2020-10-27 21:21,FRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00,"14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00,14:00-16:00"
203203,미술관 가맥,포장마차,Y,Y,N,전라북도 전주시 완산구 경원동2가 20-2,0,35.8184441,127.1496871,,,0,0,0,0,Y,Y,3.07,24,24,N,N,N,,2020-11-09 15:02,FRI:17:00~03:00\nMON:17:00~03:00\nSAT:17:00~03:00\nSUN:17:00~03:00\nTHU:17:00~03:00\nTUE:17:00~03:00\nWED:17:00~03:00\nFRI:17:00~03:00\nMON:17:00~03:00\nSAT:17:00~03:00\nSUN:17:00~03:00\nTHU:17:00~03:00\nTUE:17:00~03:00\nWED:17:00~03:00\nFRI:17:00~03:00\nMON:17:00~03:00\nSAT:17:00~03:00\nSUN:17:00~03:00\nTHU:17:00~03:00\nTUE:17:00~03:00\nWED:17:00~03:00,
204059,역전할머니맥주 하가점,맥주,Y,Y,N,전라북도 전주시 덕진구 덕진동2가 674-3,0,35.8436289,127.1114498,,,0,0,0,0,Y,Y,2.73,0,0,N,N,N,,2020-12-04 9:11,MON:17:00~03:00\nMON:17:00~03:00\nMON:17:00~03:00,
204749,앨리스인더키친,파스타,Y,Y,N,전라북도 전주시 덕진구 송천동2가 179-121,0,35.8665742,127.1314185,,,0,0,0,0,Y,Y,3.09,0,0,N,N,Y,,2020-12-04 9:23,MON:11:00~23:00\nMON:11:00~23:00\nMON:11:00~23:00,
205459,퐁당스윗,카페,Y,Y,N,전라북도 전주시 완산구 효자동3가 1718-2,68.31,35.8149057,127.096803,,,0,0,0,0,Y,Y,3.36,30,30,Y,Y,N,,2020-11-17 11:31,FRI:09:00~23:00\nMON:09:00~23:00\nSAT:09:00~23:00\nSUN:09:00~23:00\nTHU:09:00~23:00\nTUE:09:00~23:00\nWED:09:00~23:00\nFRI:09:00~23:00\nMON:09:00~23:00\nSAT:09:00~23:00\nSUN:09:00~23:00\nTHU:09:00~23:00\nTUE:09:00~23:00\nWED:09:00~23:00\nFRI:09:00~23:00\nMON:09:00~23:00\nSAT:09:00~23:00\nSUN:09:00~23:00\nTHU:09:00~23:00\nTUE:09:00~23:00\nWED:09:00~23:00,
205863,할리스커피,음식점,Y,Y,N,전라북도 전주시 덕진구 덕진동1가 1262-30,0,35.8429151,127.1263606,,,0,0,0,0,Y,Y,3.22,108,108,N,N,N,,2020-11-17 4:44,FRI:09:00~00:00\nMON:09:00~00:00\nSAT:09:00~00:00\nSUN:09:00~00:00\nTHU:09:00~00:00\nTUE:09:00~00:00\nWED:09:00~00:00\nFRI:09:00~00:00\nMON:09:00~00:00\nSAT:09:00~00:00\nSUN:09:00~00:00\nTHU:09:00~00:00\nTUE:09:00~00:00\nWED:09:00~00:00\nFRI:09:00~00:00\nMON:09:00~00:00\nSAT:09:00~00:00\nSUN:09:00~00:00\nTHU:09:00~00:00\nTUE:09:00~00:00\nWED:09:00~00:00,
206942,청춘김밥,분식,Y,Y,N,전라북도 전주시 완산구 효자동3가 1183-11,41.2,35.8171941,127.0906703,,,0,0,0,0,Y,Y,3.58,28,28,Y,N,Y,,2020-11-18 20:14,FRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:00~21:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00\nFRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:00~21:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00\nFRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:00~21:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00,
207747,공술닭강정,한식,Y,Y,N,전라북도 전주시 완산구 효자동2가 1253-7,0,35.8119577,127.100054,,,0,0,0,0,Y,Y,3.09,0,0,N,Y,Y,,2020-10-24 20:39,FRI:12:00~23:30\nSAT:12:00~23:30\nSUN:12:00~23:30\nTHU:12:00~23:30\nTUE:12:00~23:30\nWED:12:00~23:30\nFRI:12:00~23:30\nSAT:12:00~23:30\nSUN:12:00~23:30\nTHU:12:00~23:30\nTUE:12:00~23:30\nWED:12:00~23:30\nFRI:12:00~23:30\nSAT:12:00~23:30\nSUN:12:00~23:30\nTHU:12:00~23:30\nTUE:12:00~23:30\nWED:12:00~23:30,
208461,더리터 전주대점,카페,Y,Y,N,전라북도 전주시 완산구 효자동3가 1167-9,171.38,35.8183962,127.0917491,,,0,0,0,0,Y,Y,3.46,50,50,N,N,Y,,2020-11-23 1:14,FRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:00~21:00\nSUN:09:00~21:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00\nFRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:00~21:00\nSUN:09:00~21:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00\nFRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:00~21:00\nSUN:09:00~21:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00,
211420,갈비한끼,육류,N,N,N,전라북도 전주시 완산구 전동 73,0,35.8140597,127.1488951,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-04 10:00,MON:11:00~22:00\nMON:11:00~22:00\nMON:11:00~22:00,
211585,크라운호프효자1호점,맥주,Y,N,N,전라북도 전주시 완산구 효자동3가 1667-7,82.76,35.8212016,127.1015934,,,0,0,0,0,Y,Y,3.35,54,54,Y,N,Y,,2020-10-18 14:43,FRI:18:00~03:00\nMON:18:00~03:00\nSAT:18:00~03:00\nSUN:18:00~03:00\nTHU:18:00~03:00\nTUE:18:00~03:00\nWED:18:00~03:00\nFRI:18:00~03:00\nMON:18:00~03:00\nSAT:18:00~03:00\nSUN:18:00~03:00\nTHU:18:00~03:00\nTUE:18:00~03:00\nWED:18:00~03:00\nFRI:18:00~03:00\nMON:18:00~03:00\nSAT:18:00~03:00\nSUN:18:00~03:00\nTHU:18:00~03:00\nTUE:18:00~03:00\nWED:18:00~03:00,
213236,수타5900 전주삼천점,피자,Y,Y,N,전라북도 전주시 완산구 효자동1가 667-1,0,35.7992191,127.114116,,,0,0,0,0,Y,Y,2.95,11,11,N,N,N,http://www.instagram.com/sutajeonju,2020-11-06 11:37,FRI:11:00~12:00\nMON:11:00~12:00\nSAT:11:00~12:00\nSUN:11:00~12:00\nTHU:11:00~12:00\nTUE:16:00~12:00\nWED:11:00~12:00\nFRI:11:00~12:00\nMON:11:00~12:00\nSAT:11:00~12:00\nSUN:11:00~12:00\nTHU:11:00~12:00\nTUE:16:00~12:00\nWED:11:00~12:00\nFRI:11:00~12:00\nMON:11:00~12:00\nSAT:11:00~12:00\nSUN:11:00~12:00\nTHU:11:00~12:00\nTUE:16:00~12:00\nWED:11:00~12:00,
213707,김밥한끼,분식,N,N,N,전라북도 전주시 덕진구 송천동1가 478-12,0,35.8597467,127.1216651,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-04 10:21,MON:10:00~21:00\nMON:10:00~21:00\nMON:10:00~21:00,
213851,효자치킨,치킨,N,N,N,전라북도 전주시 완산구 효자동1가 201-65,12.8,35.8052037,127.1264067,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-04 10:33,MON:16:00~23:00\nMON:16:00~23:00\nMON:16:00~23:00,
215196,네오피자 전주완산점,피자,Y,Y,N,전라북도 전주시 완산구 효자동1가 607-2,0,35.8121365,127.1145908,,,0,0,0,0,Y,Y,2.85,0,0,N,N,N,,2020-10-27 17:05,MON:11:00~23:00\nMON:11:00~23:00\nMON:11:00~23:00,
215903,마이산쌈밥 2호점,쌈밥,Y,N,N,전라북도 전주시 덕진구 송천동1가 837-10,0,35.8630024,127.1161572,,,0,0,0,0,Y,Y,2.51,0,0,N,N,N,,2020-12-04 10:56,MON:11:00~21:00\nMON:11:00~21:00\nMON:11:00~21:00,
216284,더맛좋은집,한식,Y,Y,N,전라북도 전주시 덕진구 덕진동2가 167-330,29.77,35.8490699,127.1188626,,,0,0,0,0,Y,Y,3.1,36,36,N,N,N,https://blog.naver.com/5468hj,2020-11-09 2:06,FRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nSUN:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00\nFRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nSUN:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00\nFRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nSUN:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00,"15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00,15:00~17:00"
216974,메가커피 전주서곡점,카페,Y,Y,N,전라북도 전주시 완산구 효자동3가 1456-5,0,35.8339523,127.0999905,,,0,0,0,0,Y,Y,3.13,30,30,N,N,N,,2020-11-02 0:38,FRI:08:00~22:00\nMON:08:00~22:00\nSAT:08:00~22:00\nSUN:08:00~22:00\nTHU:08:00~22:00\nTUE:08:00~22:00\nWED:08:00~22:00\nFRI:08:00~22:00\nMON:08:00~22:00\nSAT:08:00~22:00\nSUN:08:00~22:00\nTHU:08:00~22:00\nTUE:08:00~22:00\nWED:08:00~22:00\nFRI:08:00~22:00\nMON:08:00~22:00\nSAT:08:00~22:00\nSUN:08:00~22:00\nTHU:08:00~22:00\nTUE:08:00~22:00\nWED:08:00~22:00,
218341,동아리방퓨전소주호프 전북대점,한식,Y,Y,N,전라북도 전주시 덕진구 덕진동1가 1314-159,0,35.8439546,127.1260383,,,0,0,0,0,Y,Y,3.22,100,100,N,N,N,,2020-11-09 12:31,FRI:17:00~07:00\nMON:17:00~07:00\nSAT:17:00~07:00\nSUN:17:00~07:00\nTHU:17:00~07:00\nTUE:17:00~07:00\nWED:17:00~07:00\nFRI:17:00~07:00\nMON:17:00~07:00\nSAT:17:00~07:00\nSUN:17:00~07:00\nTHU:17:00~07:00\nTUE:17:00~07:00\nWED:17:00~07:00\nFRI:17:00~07:00\nMON:17:00~07:00\nSAT:17:00~07:00\nSUN:17:00~07:00\nTHU:17:00~07:00\nTUE:17:00~07:00\nWED:17:00~07:00,
221906,스위트박스 신시가지점,카페,Y,Y,N,전라북도 전주시 완산구 효자동2가 1157-4,0,35.8145684,127.1076688,,,0,0,0,0,Y,Y,3.45,14,14,Y,Y,Y,,2020-11-05 14:20,FRI:11:30~22:00\nMON:11:30~22:00\nSAT:11:30~22:00\nSUN:11:30~22:00\nTHU:11:30~22:00\nTUE:11:30~22:00\nWED:11:30~22:00\nFRI:11:30~22:00\nMON:11:30~22:00\nSAT:11:30~22:00\nSUN:11:30~22:00\nTHU:11:30~22:00\nTUE:11:30~22:00\nWED:11:30~22:00\nFRI:11:30~22:00\nMON:11:30~22:00\nSAT:11:30~22:00\nSUN:11:30~22:00\nTHU:11:30~22:00\nTUE:11:30~22:00\nWED:11:30~22:00,
222913,명랑맥가,맥주,N,N,N,전라북도 전주시 완산구 효자동3가 1642-5,53.58,35.8233977,127.1016783,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-04 11:26,MON:17:00~01:00\nMON:17:00~01:00\nMON:17:00~01:00,
223607,썬더치킨 전북대본점,치킨,Y,Y,N,전라북도 전주시 덕진구 덕진동1가 1314-203,0,35.8442103,127.1257862,,,0,0,0,0,Y,Y,3.15,32,32,N,Y,N,,2020-11-08 18:00,FRI:16:00~04:00\nMON:16:00~04:00\nSAT:16:00~04:00\nSUN:16:00~04:00\nTHU:16:00~04:00\nTUE:16:00~04:00\nWED:16:00~04:00\nFRI:16:00~04:00\nMON:16:00~04:00\nSAT:16:00~04:00\nSUN:16:00~04:00\nTHU:16:00~04:00\nTUE:16:00~04:00\nWED:16:00~04:00\nFRI:16:00~04:00\nMON:16:00~04:00\nSAT:16:00~04:00\nSUN:16:00~04:00\nTHU:16:00~04:00\nTUE:16:00~04:00\nWED:16:00~04:00,
224081,오박사,카페,Y,Y,N,전라북도 전주시 완산구 경원동1가  113-7,100.4,35.8178684,127.1483534,,,0,0,0,0,Y,Y,2.67,30,30,N,N,N,,2020-11-06 23:06,FRI:10:00~21:00\nMON:10:00~21:00\nSAT:10:00~21:00\nSUN:10:00~21:00\nTHU:10:00~21:00\nTUE:10:00~21:00\nWED:10:00~21:00\nFRI:10:00~21:00\nMON:10:00~21:00\nSAT:10:00~21:00\nSUN:10:00~21:00\nTHU:10:00~21:00\nTUE:10:00~21:00\nWED:10:00~21:00\nFRI:10:00~21:00\nMON:10:00~21:00\nSAT:10:00~21:00\nSUN:10:00~21:00\nTHU:10:00~21:00\nTUE:10:00~21:00\nWED:10:00~21:00,
224529,언썸블케이크,케이크전문,Y,Y,N,전라북도 전주시 완산구 효자동3가 1732-4,0,35.81188,127.0961903,,,0,0,0,0,Y,Y,2.51,0,0,N,N,Y,http://instagram.com/ensemble_cake,2020-12-01 12:07,FRI:11:00~19:00\nMON:11:00~19:00\nSAT:11:00~18:00\nTHU:11:00~19:00\nTUE:11:00~19:00\nWED:11:00~19:00\nFRI:11:00~19:00\nMON:11:00~19:00\nSAT:11:00~18:00\nTHU:11:00~19:00\nTUE:11:00~19:00\nWED:11:00~19:00\nFRI:11:00~19:00\nMON:11:00~19:00\nSAT:11:00~18:00\nTHU:11:00~19:00\nTUE:11:00~19:00\nWED:11:00~19:00,
224787,조은가맥포차,맥주,Y,Y,N,전라북도 전주시 덕진구 송천동1가 429-9,81.72,35.8588549,127.1177503,,,0,0,0,0,Y,Y,3.31,24,24,Y,N,N,,2020-11-13 13:57,FRI:17:00~12:00\nMON:17:00~12:00\nSAT:17:00~12:00\nSUN:17:00~12:00\nTHU:17:00~12:00\nTUE:17:00~12:00\nWED:17:00~12:00\nFRI:17:00~12:00\nMON:17:00~12:00\nSAT:17:00~12:00\nSUN:17:00~12:00\nTHU:17:00~12:00\nTUE:17:00~12:00\nWED:17:00~12:00\nFRI:17:00~12:00\nMON:17:00~12:00\nSAT:17:00~12:00\nSUN:17:00~12:00\nTHU:17:00~12:00\nTUE:17:00~12:00\nWED:17:00~12:00,
224983,진짜장,중식,N,N,N,전라북도 전주시 덕진구 송천동2가 247-4,0,35.8665273,127.1226942,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-04 11:36,MON:10:00~22:00\nMON:10:00~22:00\nMON:10:00~22:00,
225278,예쁜하루 전북대점,카페,Y,Y,N,전라북도 전주시 덕진구 덕진동1가 664-6,73.12,35.8449229,127.1258686,,,0,0,0,0,Y,Y,3.55,24,24,Y,Y,Y,,2020-11-03 13:17,FRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:30~22:00\nSUN:09:30~22:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00\nFRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:30~22:00\nSUN:09:30~22:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00\nFRI:09:00~21:00\nMON:09:00~21:00\nSAT:09:30~22:00\nSUN:09:30~22:00\nTHU:09:00~21:00\nTUE:09:00~21:00\nWED:09:00~21:00,
226124,황산벌연탄구이,돼지고기,N,N,N,전라북도 전주시 덕진구 송천동2가 202-26,66.49,35.8647041,127.1272419,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-04 11:49,MON:16:00~01:00\nMON:16:00~01:00\nMON:16:00~01:00,
226174,꿀밤,술집,N,Y,N,전라북도 전주시 덕진구 덕진동1가 1261-1,0,35.8438296,127.1257309,,,0,0,0,0,Y,Y,3.1,80,80,N,N,N,,2020-11-24 8:25,FRI:17:00~07:00\nMON:17:00~07:00\nSAT:17:00~07:00\nSUN:17:00~07:00\nTHU:17:00~07:00\nTUE:17:00~07:00\nWED:17:00~07:00\nFRI:17:00~07:00\nMON:17:00~07:00\nSAT:17:00~07:00\nSUN:17:00~07:00\nTHU:17:00~07:00\nTUE:17:00~07:00\nWED:17:00~07:00\nFRI:17:00~07:00\nMON:17:00~07:00\nSAT:17:00~07:00\nSUN:17:00~07:00\nTHU:17:00~07:00\nTUE:17:00~07:00\nWED:17:00~07:00,
226426,지금보고싶다 객사점,술집,N,N,N,전라북도 전주시 완산구 다가동4가 22-1,0,35.820852,127.139672,,,0,0,0,0,Y,Y,2.26,0,0,N,N,N,,2020-12-24 14:40,MON:17:00~03:00\nMON:17:00~03:00\nMON:17:00~03:00,
226784,한상코다리시래기조림,한식,Y,Y,N,전라북도 전주시 완산구 효자동3가 1539-4,453.55,35.8160363,127.1104558,,,0,0,0,0,Y,Y,3.09,0,0,N,N,Y,,2020-12-16 3:50,MON:11:00~23:00\nMON:11:00~23:00\nMON:11:00~23:00,
227124,손으로칼국수,칼국수,Y,Y,N,전라북도 전주시 완산구 태평동 30-4,39.59,35.8238789,127.1410836,,,0,0,0,0,Y,Y,3.34,40,40,N,N,Y,,2020-11-18 21:20,FRI:09:30~15:00\nMON:09:30~15:00\nSAT:09:30~15:00\nTHU:09:30~15:00\nTUE:09:30~15:00\nWED:09:30~15:00\nFRI:09:30~15:00\nMON:09:30~15:00\nSAT:09:30~15:00\nTHU:09:30~15:00\nTUE:09:30~15:00\nWED:09:30~15:00\nFRI:09:30~15:00\nMON:09:30~15:00\nSAT:09:30~15:00\nTHU:09:30~15:00\nTUE:09:30~15:00\nWED:09:30~15:00,
227303,팬도로시 전주대점,카페,Y,Y,N,전라북도 전주시 완산구 효자동2가 1080,186.13,35.8141581,127.0901464,,,0,0,0,0,Y,Y,3.7,60,60,Y,Y,Y,,2020-10-30 15:27,FRI:08:00~19:00\nMON:08:00~19:00\nSAT:09:00~17:00\nSUN:09:00~17:00\nTHU:08:00~19:00\nTUE:08:00~19:00\nWED:08:00~19:00\nFRI:08:00~19:00\nMON:08:00~19:00\nSAT:09:00~17:00\nSUN:09:00~17:00\nTHU:08:00~19:00\nTUE:08:00~19:00\nWED:08:00~19:00\nFRI:08:00~19:00\nMON:08:00~19:00\nSAT:09:00~17:00\nSUN:09:00~17:00\nTHU:08:00~19:00\nTUE:08:00~19:00\nWED:08:00~19:00,
228610,웅이네분식,분식,Y,Y,N,전라북도 전주시 완산구 삼천동1가 698-9,0,35.7929112,127.1194965,,,0,0,0,0,Y,Y,3.02,18,18,N,N,N,http://instagram.com/ungine7379/,2020-10-26 20:37,FRI:11:00~20:00\nMON:11:00~20:00\nSAT:11:00~20:00\nSUN:11:00~20:00\nTHU:11:00~20:00\nWED:11:00~20:00\nFRI:11:00~20:00\nMON:11:00~20:00\nSAT:11:00~20:00\nSUN:11:00~20:00\nTHU:11:00~20:00\nWED:11:00~20:00\nFRI:11:00~20:00\nMON:11:00~20:00\nSAT:11:00~20:00\nSUN:11:00~20:00\nTHU:11:00~20:00\nWED:11:00~20:00,
228630,푸라닭 전주하가지구점,치킨,Y,Y,N,전라북도 전주시 덕진구 덕진동2가 671-8,0,35.8435937,127.1110342,,,0,0,0,0,Y,Y,3.07,24,24,N,N,N,http://www.puradakchicken.com/,2020-11-19 1:20,FRI:12:00~00:00\nMON:12:00~00:00\nSAT:12:00~00:00\nSUN:12:00~00:00\nTHU:12:00~00:00\nTUE:12:00~00:00\nWED:12:00~00:00\nFRI:12:00~00:00\nMON:12:00~00:00\nSAT:12:00~00:00\nSUN:12:00~00:00\nTHU:12:00~00:00\nTUE:12:00~00:00\nWED:12:00~00:00\nFRI:12:00~00:00\nMON:12:00~00:00\nSAT:12:00~00:00\nSUN:12:00~00:00\nTHU:12:00~00:00\nTUE:12:00~00:00\nWED:12:00~00:00,
228786,레코드 커피 & 핫도그,카페,Y,Y,N,전라북도 전주시 완산구 고사동 79-4,48,35.8189032,127.1453155,,,0,0,0,0,Y,Y,3.38,32,32,Y,Y,N,,2020-11-07 16:12,FRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00,
230032,만나국수,국수,Y,Y,N,전라북도 전주시 완산구 고사동  163-6,25.1,35.8204387,127.1441497,,,0,0,0,0,Y,Y,3.26,18,18,N,N,Y,,2020-11-23 4:56,FRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00\nFRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00\nFRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00,
