식당ID,식당명,업종(메뉴)정보,테이크아웃여부,예약가능여부,선결제여부,지번주소,식당면적,식당위도,식당경도,어워드_글로벌,어워드_로컬,트립어드바이저 인기도,씨트립 인기도,네이버 인기도,RTI 인덱스,온라인화 진행 여부,다국어메뉴판 제공 여부,수용태세 지수,좌석수(입식),좌석수(좌식),베리어프리여부,반려동물출입가능여부,주차가능여부,식당 홈페이지,등록일시,영업시간정보,휴식시간정보
865203,한방가마솥족발,족발,Y,Y,N,전라북도 전주시 덕진구 인후동1가 783-12,0,35.8361725,127.154932,,,0,0,0,0,Y,Y,3.46,40,40,Y,N,N,,2020-11-25 22:05,FRI:12:00~00:00\nMON:12:00~00:00\nSAT:12:00~00:00\nSUN:12:00~00:00\nTHU:12:00~00:00\nTUE:12:00~00:00\nWED:12:00~00:00\nFRI:12:00~00:00\nMON:12:00~00:00\nSAT:12:00~00:00\nSUN:12:00~00:00\nTHU:12:00~00:00\nTUE:12:00~00:00\nWED:12:00~00:00\nFRI:12:00~00:00\nMON:12:00~00:00\nSAT:12:00~00:00\nSUN:12:00~00:00\nTHU:12:00~00:00\nTUE:12:00~00:00\nWED:12:00~00:00,
865207,신포우리만두인후점,만두,Y,Y,N,전라북도 전주시 덕진구 인후동1가 772-2,0,35.8361697,127.153212,,,0,0,0,0,Y,Y,3.22,40,40,N,N,N,,2020-11-25 22:08,FRI:17:00~21:00\nMON:17:00~21:00\nSAT:17:00~21:00\nSUN:17:00~21:00\nTUE:17:00~21:00\nWED:17:00~21:00\nFRI:17:00~21:00\nMON:17:00~21:00\nSAT:17:00~21:00\nSUN:17:00~21:00\nTUE:17:00~21:00\nWED:17:00~21:00\nFRI:17:00~21:00\nMON:17:00~21:00\nSAT:17:00~21:00\nSUN:17:00~21:00\nTUE:17:00~21:00\nWED:17:00~21:00,
865210,피자애안골직영점,피자,Y,Y,N,전라북도 전주시 덕진구 인후동1가 765-21,0,35.8386698,127.1561693,,,0,0,0,0,Y,Y,3.09,26,26,N,N,N,,2020-11-25 22:17,FRI:11:00~23:00\nMON:11:00~23:00\nSAT:11:00~23:00\nSUN:11:00~23:00\nTHU:11:00~23:00\nTUE:11:00~23:00\nWED:11:00~23:00\nFRI:11:00~23:00\nMON:11:00~23:00\nSAT:11:00~23:00\nSUN:11:00~23:00\nTHU:11:00~23:00\nTUE:11:00~23:00\nWED:11:00~23:00\nFRI:11:00~23:00\nMON:11:00~23:00\nSAT:11:00~23:00\nSUN:11:00~23:00\nTHU:11:00~23:00\nTUE:11:00~23:00\nWED:11:00~23:00,
865212,공룡닭발,닭발,Y,Y,N,전라북도 전주시 완산구 서신동 946-8,0,35.8347985,127.1090247,,,0,0,0,0,Y,Y,3.28,20,20,N,N,Y,,2020-11-24 19:45,FRI:17:00~00:00\nMON:17:00~00:00\nSAT:17:00~00:00\nSUN:17:00~00:00\nTHU:17:00~00:00\nTUE:17:00~00:00\nFRI:17:00~00:00\nMON:17:00~00:00\nSAT:17:00~00:00\nSUN:17:00~00:00\nTHU:17:00~00:00\nTUE:17:00~00:00\nFRI:17:00~00:00\nMON:17:00~00:00\nSAT:17:00~00:00\nSUN:17:00~00:00\nTHU:17:00~00:00\nTUE:17:00~00:00,
865213,충만치킨인후점,치킨,Y,Y,N,전라북도 전주시 덕진구 인후동1가 756-20 경희치과,0,35.8391456,127.1559772,,,0,0,0,0,Y,Y,3.22,48,48,N,N,N,,2020-11-25 22:16,FRI:13:00~01:00\nMON:13:00~01:00\nSAT:13:00~01:00\nSUN:13:00~01:00\nTHU:13:00~01:00\nTUE:13:00~01:00\nWED:13:00~01:00\nFRI:13:00~01:00\nMON:13:00~01:00\nSAT:13:00~01:00\nSUN:13:00~01:00\nTHU:13:00~01:00\nTUE:13:00~01:00\nWED:13:00~01:00\nFRI:13:00~01:00\nMON:13:00~01:00\nSAT:13:00~01:00\nSUN:13:00~01:00\nTHU:13:00~01:00\nTUE:13:00~01:00\nWED:13:00~01:00,
865214,양기복집,복어요리,Y,Y,N,전라북도 전주시 완산구 서신동 946-16,0,35.8356197,127.108882,,,0,0,0,0,Y,Y,3.46,40,40,N,N,Y,,2020-12-14 16:57,FRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00\nFRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00\nFRI:11:00~22:00\nMON:11:00~22:00\nSAT:11:00~22:00\nTHU:11:00~22:00\nTUE:11:00~22:00\nWED:11:00~22:00,"14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00"
865215,장미맨숀 서신점,음식점,Y,N,N,전라북도 전주시 완산구 서신동 938-2,0,35.8358699,127.1099521,,,0,0,0,0,Y,Y,3.11,80,80,Y,N,N,,2020-11-24 19:49,FRI:17:00~03:00\nMON:17:00~03:00\nSAT:17:00~03:00\nSUN:17:00~03:00\nTHU:17:00~03:00\nTUE:17:00~03:00\nWED:17:00~03:00\nFRI:17:00~03:00\nMON:17:00~03:00\nSAT:17:00~03:00\nSUN:17:00~03:00\nTHU:17:00~03:00\nTUE:17:00~03:00\nWED:17:00~03:00\nFRI:17:00~03:00\nMON:17:00~03:00\nSAT:17:00~03:00\nSUN:17:00~03:00\nTHU:17:00~03:00\nTUE:17:00~03:00\nWED:17:00~03:00,
865216,진안오겹살,삼겹살,Y,Y,N,전라북도 전주시 완산구 서신동 934-5 진안오겹살,0,35.8359764,127.1104464,,,0,0,0,0,Y,Y,3.22,44,44,N,N,N,,2020-11-24 19:52,FRI:16:00~23:00\nMON:16:00~23:00\nSAT:16:00~23:00\nSUN:16:00~23:00\nTHU:16:00~23:00\nTUE:16:00~23:00\nWED:16:00~23:00\nFRI:16:00~23:00\nMON:16:00~23:00\nSAT:16:00~23:00\nSUN:16:00~23:00\nTHU:16:00~23:00\nTUE:16:00~23:00\nWED:16:00~23:00\nFRI:16:00~23:00\nMON:16:00~23:00\nSAT:16:00~23:00\nSUN:16:00~23:00\nTHU:16:00~23:00\nTUE:16:00~23:00\nWED:16:00~23:00,
865219,카페 볼라레,카페,Y,Y,N,전라북도 전주시 완산구 서신동 939-2,0,35.8355085,127.1110028,,,0,0,0,0,Y,Y,3.46,50,50,N,N,Y,,2020-11-24 19:55,FRI:11:00~00:00\nMON:11:00~00:00\nSAT:11:00~00:00\nSUN:11:00~00:00\nTHU:11:00~00:00\nTUE:11:00~00:00\nWED:11:00~00:00\nFRI:11:00~00:00\nMON:11:00~00:00\nSAT:11:00~00:00\nSUN:11:00~00:00\nTHU:11:00~00:00\nTUE:11:00~00:00\nWED:11:00~00:00\nFRI:11:00~00:00\nMON:11:00~00:00\nSAT:11:00~00:00\nSUN:11:00~00:00\nTHU:11:00~00:00\nTUE:11:00~00:00\nWED:11:00~00:00,
865222,독도막회,생선회,Y,Y,N,전라북도 전주시 완산구 서신동 935-4,0,35.8357304,127.1113166,,,0,0,0,0,Y,Y,3.22,50,50,N,N,N,,2020-11-24 19:58,FRI:16:00~00:00\nMON:16:00~00:00\nSAT:16:00~00:00\nSUN:16:00~00:00\nTHU:16:00~00:00\nTUE:16:00~00:00\nWED:16:00~00:00\nFRI:16:00~00:00\nMON:16:00~00:00\nSAT:16:00~00:00\nSUN:16:00~00:00\nTHU:16:00~00:00\nTUE:16:00~00:00\nWED:16:00~00:00\nFRI:16:00~00:00\nMON:16:00~00:00\nSAT:16:00~00:00\nSUN:16:00~00:00\nTHU:16:00~00:00\nTUE:16:00~00:00\nWED:16:00~00:00,
865230,마포갈매기,갈매기살,Y,Y,N,전라북도 전주시 완산구 서신동 952-1,0,35.8352148,127.1111593,,,0,0,0,0,Y,Y,3.7,50,50,Y,N,Y,,2020-11-24 20:00,FRI:17:00~04:00\nMON:17:00~04:00\nSAT:17:00~04:00\nSUN:17:00~04:00\nTHU:17:00~04:00\nTUE:17:00~04:00\nWED:17:00~04:00\nFRI:17:00~04:00\nMON:17:00~04:00\nSAT:17:00~04:00\nSUN:17:00~04:00\nTHU:17:00~04:00\nTUE:17:00~04:00\nWED:17:00~04:00\nFRI:17:00~04:00\nMON:17:00~04:00\nSAT:17:00~04:00\nSUN:17:00~04:00\nTHU:17:00~04:00\nTUE:17:00~04:00\nWED:17:00~04:00,
865240,현미네 두메산골 촌닭,닭요리,Y,Y,N,전라북도 전주시 완산구 서신동 926-9 경복궁,0,35.8367111,127.1101404,,,0,0,0,0,Y,Y,3.7,40,40,Y,N,Y,,2020-11-24 20:04,FRI:18:00~00:00\nMON:18:00~00:00\nSAT:18:00~00:00\nTHU:18:00~00:00\nTUE:18:00~00:00\nWED:18:00~00:00\nFRI:18:00~00:00\nMON:18:00~00:00\nSAT:18:00~00:00\nTHU:18:00~00:00\nTUE:18:00~00:00\nWED:18:00~00:00\nFRI:18:00~00:00\nMON:18:00~00:00\nSAT:18:00~00:00\nTHU:18:00~00:00\nTUE:18:00~00:00\nWED:18:00~00:00,
865242,수상한 커리,베이커리,Y,Y,N,전라북도 전주시 완산구 서신동 921-6,0,35.8374199,127.1099572,,,0,0,0,0,Y,Y,3.13,30,30,N,N,N,,2020-11-24 20:06,FRI:11:30~20:30\nMON:11:30~20:30\nSAT:11:30~20:30\nTHU:11:30~20:30\nTUE:11:30~20:30\nWED:11:30~20:30\nFRI:11:30~20:30\nMON:11:30~20:30\nSAT:11:30~20:30\nTHU:11:30~20:30\nTUE:11:30~20:30\nWED:11:30~20:30\nFRI:11:30~20:30\nMON:11:30~20:30\nSAT:11:30~20:30\nTHU:11:30~20:30\nTUE:11:30~20:30\nWED:11:30~20:30,"14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00,14:00-17:00"
865246,여울 forest,카페,Y,Y,N,전라북도 전주시 완산구 서신동 1010-6,0,35.8377655,127.1093247,,,0,0,0,0,Y,Y,3.46,50,50,Y,N,N,,2020-11-24 20:09,FRI:09:00~22:00\nMON:09:00~22:00\nSAT:09:00~22:00\nSUN:09:00~22:00\nTHU:09:00~22:00\nTUE:09:00~22:00\nWED:09:00~22:00\nFRI:09:00~22:00\nMON:09:00~22:00\nSAT:09:00~22:00\nSUN:09:00~22:00\nTHU:09:00~22:00\nTUE:09:00~22:00\nWED:09:00~22:00\nFRI:09:00~22:00\nMON:09:00~22:00\nSAT:09:00~22:00\nSUN:09:00~22:00\nTHU:09:00~22:00\nTUE:09:00~22:00\nWED:09:00~22:00,
865249,엑시트피자,피자,N,N,N,전라북도 전주시 완산구 효자동2가 142-13,0,35.8099043,127.1066788,,,0,0,0,0,Y,Y,2.38,14,14,N,N,N,,2020-11-24 20:30,FRI:12:00~02:00\nMON:12:00~02:00\nSAT:12:00~02:00\nSUN:12:00~02:00\nTHU:12:00~02:00\nTUE:12:00~02:00\nWED:12:00~02:00\nFRI:12:00~02:00\nMON:12:00~02:00\nSAT:12:00~02:00\nSUN:12:00~02:00\nTHU:12:00~02:00\nTUE:12:00~02:00\nWED:12:00~02:00\nFRI:12:00~02:00\nMON:12:00~02:00\nSAT:12:00~02:00\nSUN:12:00~02:00\nTHU:12:00~02:00\nTUE:12:00~02:00\nWED:12:00~02:00,
865250,"33떡볶이효자점	",떡볶이,Y,Y,N,전라북도 전주시 완산구 효자동2가 1331-3,0,35.8084875,127.1056604,,,0,0,0,0,Y,Y,3.28,20,20,N,N,Y,,2020-11-24 20:35,FRI:11:00~01:00\nMON:11:00~01:00\nSAT:11:00~01:00\nSUN:11:00~01:00\nTHU:11:00~01:00\nTUE:11:00~01:00\nWED:11:00~01:00\nFRI:11:00~01:00\nMON:11:00~01:00\nSAT:11:00~01:00\nSUN:11:00~01:00\nTHU:11:00~01:00\nTUE:11:00~01:00\nWED:11:00~01:00\nFRI:11:00~01:00\nMON:11:00~01:00\nSAT:11:00~01:00\nSUN:11:00~01:00\nTHU:11:00~01:00\nTUE:11:00~01:00\nWED:11:00~01:00,
865251,"역전할머니맥주효자2호점	",맥주,Y,Y,N,전라북도 전주시 완산구 효자동2가 1332-1,0,35.8081695,127.1051292,,,0,0,0,0,Y,Y,3.7,100,100,Y,N,Y,,2020-11-24 20:47,FRI:17:00~02:00\nMON:17:00~02:00\nSAT:17:00~02:00\nSUN:17:00~02:00\nTHU:17:00~02:00\nTUE:17:00~02:00\nWED:17:00~02:00\nFRI:17:00~02:00\nMON:17:00~02:00\nSAT:17:00~02:00\nSUN:17:00~02:00\nTHU:17:00~02:00\nTUE:17:00~02:00\nWED:17:00~02:00\nFRI:17:00~02:00\nMON:17:00~02:00\nSAT:17:00~02:00\nSUN:17:00~02:00\nTHU:17:00~02:00\nTUE:17:00~02:00\nWED:17:00~02:00,
865252,족발야시장도청점,족발,Y,Y,N,전라북도 전주시 완산구 효자동2가 1332-1,0,35.8081695,127.1051292,,,0,0,0,0,Y,Y,3.46,60,60,N,N,Y,,2020-11-24 21:01,FRI:16:00~23:50\nMON:16:00~23:50\nSAT:16:00~23:50\nSUN:16:00~23:50\nTHU:16:00~23:50\nTUE:16:00~23:50\nWED:16:00~23:50\nFRI:16:00~23:50\nMON:16:00~23:50\nSAT:16:00~23:50\nSUN:16:00~23:50\nTHU:16:00~23:50\nTUE:16:00~23:50\nWED:16:00~23:50\nFRI:16:00~23:50\nMON:16:00~23:50\nSAT:16:00~23:50\nSUN:16:00~23:50\nTHU:16:00~23:50\nTUE:16:00~23:50\nWED:16:00~23:50,
865253,주주총회,술집,Y,Y,N,전라북도 전주시 완산구 효자동2가 1319-3,0,35.8082347,127.1033625,,,0,0,0,0,Y,Y,3.42,36,36,N,N,Y,,2020-11-24 21:10,FRI:15:00~01:00\nMON:15:00~01:00\nSAT:15:00~01:00\nSUN:15:00~01:00\nTHU:15:00~01:00\nTUE:15:00~01:00\nWED:15:00~01:00\nFRI:15:00~01:00\nMON:15:00~01:00\nSAT:15:00~01:00\nSUN:15:00~01:00\nTHU:15:00~01:00\nTUE:15:00~01:00\nWED:15:00~01:00\nFRI:15:00~01:00\nMON:15:00~01:00\nSAT:15:00~01:00\nSUN:15:00~01:00\nTHU:15:00~01:00\nTUE:15:00~01:00\nWED:15:00~01:00,
865254,닭찬들마켓효자점,치킨,Y,Y,N,전라북도 전주시 완산구 효자동2가 1318-2,0,35.808762,127.1033051,,,0,0,0,0,Y,Y,3.18,10,10,N,N,Y,,2020-11-24 21:14,FRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00,
865255,팔공티효자점,차,Y,Y,N,전라북도 전주시 완산구 효자동2가 1318-4,0,35.8085738,127.103871,,,0,0,0,0,Y,Y,3.26,18,18,N,Y,Y,,2020-11-24 21:38,FRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00,
865256,커피 41,카페,Y,Y,N,전라북도 전주시 완산구 효자동2가 1319-1,0,35.8084043,127.1027985,,,0,0,0,0,Y,Y,3.28,20,20,N,N,Y,,2020-11-24 21:23,FRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00\nFRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00\nFRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00,
865257,촌댁맥주 효자점,맥주,Y,Y,N,전라북도 전주시 완산구 우전1길 49-3,0,35.8080019,127.1055167,,,0,0,0,0,Y,Y,3.46,64,64,N,N,Y,,2020-12-14 16:59,FRI:17:00~03:00\nMON:17:00~03:00\nSAT:17:00~03:00\nSUN:17:00~03:00\nTHU:17:00~03:00\nTUE:17:00~03:00\nWED:17:00~03:00\nFRI:17:00~03:00\nMON:17:00~03:00\nSAT:17:00~03:00\nSUN:17:00~03:00\nTHU:17:00~03:00\nTUE:17:00~03:00\nWED:17:00~03:00\nFRI:17:00~03:00\nMON:17:00~03:00\nSAT:17:00~03:00\nSUN:17:00~03:00\nTHU:17:00~03:00\nTUE:17:00~03:00\nWED:17:00~03:00,
865258,마리아쥬,이탈리아음식,Y,Y,N,전라북도 전주시 완산구 효자동2가 156-4,0,35.8082808,127.1069595,,,0,0,0,0,Y,Y,3.46,90,90,N,N,Y,,2020-11-24 21:33,FRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00\nFRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00\nFRI:11:00~21:00\nMON:11:00~21:00\nSAT:11:00~21:00\nSUN:11:00~21:00\nTHU:11:00~21:00\nTUE:11:00~21:00\nWED:11:00~21:00,"15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00,15:00-17:00"
865260,"1박2일광장	",술집,Y,Y,N,전라북도 전주시 완산구 효자동2가 1329-5,0,35.8101464,127.1064107,,,0,0,0,0,Y,Y,3.46,64,64,N,N,Y,,2020-11-24 21:36,FRI:17:00~01:00\nMON:17:00~01:00\nSAT:17:00~01:00\nSUN:17:00~01:00\nTHU:17:00~01:00\nTUE:17:00~01:00\nWED:17:00~01:00\nFRI:17:00~01:00\nMON:17:00~01:00\nSAT:17:00~01:00\nSUN:17:00~01:00\nTHU:17:00~01:00\nTUE:17:00~01:00\nWED:17:00~01:00\nFRI:17:00~01:00\nMON:17:00~01:00\nSAT:17:00~01:00\nSUN:17:00~01:00\nTHU:17:00~01:00\nTUE:17:00~01:00\nWED:17:00~01:00,
865283,신천포차,포장마차,Y,Y,N,전라북도 전주시 완산구 중화산동2가 779-7,0,35.81727,127.1177314,,,0,0,0,0,Y,Y,2.95,11,11,N,N,N,,2020-12-03 14:34,FRI:10:00~01:30\nMON:10:00~01:30\nSAT:10:00~01:30\nSUN:10:00~01:30\nTHU:10:00~01:30\nTUE:10:00~01:30\nWED:10:00~01:30\nFRI:10:00~01:30\nMON:10:00~01:30\nSAT:10:00~01:30\nSUN:10:00~01:30\nTHU:10:00~01:30\nTUE:10:00~01:30\nWED:10:00~01:30\nFRI:10:00~01:30\nMON:10:00~01:30\nSAT:10:00~01:30\nSUN:10:00~01:30\nTHU:10:00~01:30\nTUE:10:00~01:30\nWED:10:00~01:30,
865285,감탄떡볶이 효자서부점,떡볶이,Y,Y,N,전라북도 전주시 완산구 효자동1가 193-2,0,35.8062963,127.1272803,,,0,0,0,0,Y,Y,3.04,20,20,N,N,N,,2020-11-26 13:44,FRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00\nFRI:10:00~22:00\nMON:10:00~22:00\nSAT:10:00~22:00\nSUN:10:00~22:00\nTHU:10:00~22:00\nTUE:10:00~22:00\nWED:10:00~22:00,
865286,이레팥죽,죽,Y,Y,N,전라북도 전주시 완산구 중화산동2가 548-6,0,35.809462,127.1270917,,,0,0,0,0,Y,Y,2.61,24,24,N,N,N,,2020-11-26 13:42,FRI:11:00~20:00\nMON:11:00~20:00\nSAT:11:00~20:00\nTHU:11:00~20:00\nTUE:11:00~20:00\nWED:11:00~15:00\nFRI:11:00~20:00\nMON:11:00~20:00\nSAT:11:00~20:00\nTHU:11:00~20:00\nTUE:11:00~20:00\nWED:11:00~15:00\nFRI:11:00~20:00\nMON:11:00~20:00\nSAT:11:00~20:00\nTHU:11:00~20:00\nTUE:11:00~20:00\nWED:11:00~15:00,
865289,정든식당,한식,N,Y,N,전라북도 전주시 완산구 중화산동2가 548-10,0,35.8100213,127.1272239,,,0,0,0,0,Y,Y,2.82,24,24,N,N,N,,2020-11-26 13:40,FRI:10:00~18:00\nMON:10:00~18:00\nSAT:10:00~18:00\nTHU:10:00~18:00\nTUE:10:00~18:00\nWED:10:00~18:00\nFRI:10:00~18:00\nMON:10:00~18:00\nSAT:10:00~18:00\nTHU:10:00~18:00\nTUE:10:00~18:00\nWED:10:00~18:00\nFRI:10:00~18:00\nMON:10:00~18:00\nSAT:10:00~18:00\nTHU:10:00~18:00\nTUE:10:00~18:00\nWED:10:00~18:00,"3시~4시,3시~4시,3시~4시,3시~4시,3시~4시,3시~4시,3시~4시,3시~4시,3시~4시,3시~4시,3시~4시,3시~4시,3시~4시,3시~4시,3시~4시,3시~4시,3시~4시,3시~4시"
865290,예찬이네한식뷔페,한식뷔페,Y,Y,N,전라북도 전주시 완산구 중화산동2가 540-4,0,35.8108593,127.1265967,,,0,0,0,0,Y,Y,3.22,72,72,N,N,N,,2020-11-26 13:39,FRI:11:00~20:00\nMON:11:00~20:00\nSAT:11:00~14:00\nTHU:11:00~20:00\nTUE:11:00~20:00\nWED:11:00~20:00\nFRI:11:00~20:00\nMON:11:00~20:00\nSAT:11:00~14:00\nTHU:11:00~20:00\nTUE:11:00~20:00\nWED:11:00~20:00\nFRI:11:00~20:00\nMON:11:00~20:00\nSAT:11:00~14:00\nTHU:11:00~20:00\nTUE:11:00~20:00\nWED:11:00~20:00,"2시~5시반,2시~5시반,2시~5시반,2시~5시반,2시~5시반,2시~5시반,2시~5시반,2시~5시반,2시~5시반,2시~5시반,2시~5시반,2시~5시반,2시~5시반,2시~5시반,2시~5시반"
865291,미가식당,한식,Y,Y,N,전라북도 전주시 완산구 중화산동2가 540-1,0,35.8112564,127.1266546,,,0,0,0,0,Y,Y,3.02,32,32,N,N,N,,2020-11-26 13:37,FRI:11:00~18:00\nMON:11:00~18:00\nSAT:11:00~18:00\nTHU:11:00~18:00\nTUE:11:00~18:00\nWED:11:00~18:00\nFRI:11:00~18:00\nMON:11:00~18:00\nSAT:11:00~18:00\nTHU:11:00~18:00\nTUE:11:00~18:00\nWED:11:00~18:00\nFRI:11:00~18:00\nMON:11:00~18:00\nSAT:11:00~18:00\nTHU:11:00~18:00\nTUE:11:00~18:00\nWED:11:00~18:00,
865292,온고을회포차,포장마차,Y,Y,N,전라북도 전주시 완산구 중화산동2가 536-7,0,35.8113282,127.1273761,,,0,0,0,0,Y,Y,3.22,52,52,N,N,N,,2020-11-26 13:35,FRI:11:00~00:00\nMON:11:00~00:00\nSAT:11:00~00:00\nSUN:11:00~00:00\nTHU:11:00~00:00\nTUE:11:00~00:00\nWED:11:00~00:00\nFRI:11:00~00:00\nMON:11:00~00:00\nSAT:11:00~00:00\nSUN:11:00~00:00\nTHU:11:00~00:00\nTUE:11:00~00:00\nWED:11:00~00:00\nFRI:11:00~00:00\nMON:11:00~00:00\nSAT:11:00~00:00\nSUN:11:00~00:00\nTHU:11:00~00:00\nTUE:11:00~00:00\nWED:11:00~00:00,
865293,장충동족발,족발,Y,Y,N,전라북도 전주시 완산구 중화산동2가 543-1,0,35.8110282,127.1248118,,,0,0,0,0,Y,Y,2.85,0,0,N,N,N,,2020-11-26 13:34,FRI:10:00~04:00\nMON:10:00~04:00\nSAT:10:00~04:00\nSUN:10:00~04:00\nTHU:10:00~04:00\nTUE:10:00~04:00\nWED:10:00~04:00\nFRI:10:00~04:00\nMON:10:00~04:00\nSAT:10:00~04:00\nSUN:10:00~04:00\nTHU:10:00~04:00\nTUE:10:00~04:00\nWED:10:00~04:00\nFRI:10:00~04:00\nMON:10:00~04:00\nSAT:10:00~04:00\nSUN:10:00~04:00\nTHU:10:00~04:00\nTUE:10:00~04:00\nWED:10:00~04:00,
865294,황제면가,음식점,Y,N,N,전라북도 전주시 완산구 중화산동1가 253-9,0,35.811914,127.1297518,,,0,0,0,0,Y,Y,3.12,52,52,N,N,Y,,2020-11-27 16:24,FRI:11:00~20:00\nMON:11:00~20:00\nSAT:11:00~20:00\nSUN:11:00~20:00\nTHU:11:00~20:00\nTUE:11:00~20:00\nWED:11:00~20:00\nFRI:11:00~20:00\nMON:11:00~20:00\nSAT:11:00~20:00\nSUN:11:00~20:00\nTHU:11:00~20:00\nTUE:11:00~20:00\nWED:11:00~20:00\nFRI:11:00~20:00\nMON:11:00~20:00\nSAT:11:00~20:00\nSUN:11:00~20:00\nTHU:11:00~20:00\nTUE:11:00~20:00\nWED:11:00~20:00,"16~17시,16~17시,16~17시,16~17시,16~17시,16~17시,16~17시,16~17시,16~17시,16~17시,16~17시,16~17시,16~17시,16~17시,16~17시,16~17시,16~17시,16~17시,16~17시,16~17시,16~17시"
865296,김밥나라 서부점,김밥,Y,Y,N,전라북도 전주시 완산구 효자동1가 193-2,0,35.8063143,127.1272589,,,0,0,0,0,Y,Y,3.22,40,40,N,N,N,,2020-12-14 17:21,FRI:06:00~23:00\nMON:06:00~23:00\nSAT:06:00~23:00\nSUN:06:00~23:00\nTHU:06:00~23:00\nTUE:06:00~23:00\nWED:06:00~23:00\nFRI:06:00~23:00\nMON:06:00~23:00\nSAT:06:00~23:00\nSUN:06:00~23:00\nTHU:06:00~23:00\nTUE:06:00~23:00\nWED:06:00~23:00\nFRI:06:00~23:00\nMON:06:00~23:00\nSAT:06:00~23:00\nSUN:06:00~23:00\nTHU:06:00~23:00\nTUE:06:00~23:00\nWED:06:00~23:00,
865298,가온커피,카페,Y,Y,N,전라북도 전주시 완산구 서완산동2가 360-19,0,35.8078255,127.1321346,,,0,0,0,0,Y,Y,3.46,56,56,N,N,Y,,2020-11-27 10:34,FRI:09:30~22:30\nMON:09:30~22:30\nSAT:09:30~22:30\nSUN:09:30~22:30\nTHU:09:30~22:30\nTUE:09:30~22:30\nWED:09:30~22:30\nFRI:09:30~22:30\nMON:09:30~22:30\nSAT:09:30~22:30\nSUN:09:30~22:30\nTHU:09:30~22:30\nTUE:09:30~22:30\nWED:09:30~22:30\nFRI:09:30~22:30\nMON:09:30~22:30\nSAT:09:30~22:30\nSUN:09:30~22:30\nTHU:09:30~22:30\nTUE:09:30~22:30\nWED:09:30~22:30,
